url;fake_news
https://web.archive.org/web/20180527165346/https://nowtrump.com/2018/03/breaking-supreme-court-sides-with-trump-this-changes-everything/;1
https://web.archive.org/web/20171120042453/http://yournewswire.com/pope-francis-jesus-metaphorical/;1
https://web.archive.org/web/20171228115857/http://viraldevil.com/police-find-19-white-female-bodies-in-freezers-with-black-lives-matter-carved-into-skin/;1
https://web.archive.org/web/20170602190500/http://dailyusaupdate.com/worse-hitler-trey-gowdys-son-found-dumpster-dc-murders-questioned/;1
https://worldnewsdailyreport.com/chinese-lunar-rover-finds-no-evidence-of-american-moon-landings/;1
https://sentinelksmo.org/breaking-greitens-accuser-admits-photo-session-may-dream/;1
https://web.archive.org/web/20180618195855/http://dailyheadlines.net/burka-clad-woman-runs-over-baby-gets-away-with-crime-for-1-stunning-reason/;1
https://web.archive.org/web/20180219203121/sportfella.com/breaking-fox-sports-cancels-nfl-broadcasts-players-respect-flag/;1
http://sciencevibe.com/2018/04/11/dying-78-year-old-cia-agent-admits-to-killing-marilyn-monroe/;1
https://web.archive.org/web/20180220230210/usanewscentral.com/bill-clintons-hitman-confesses-on-his-deathbed-source-hannity/;1
https://web.archive.org/web/20160806033734/http://associatedmediacoverage.com/motorcycle-owners-required-install-75-mph-governor-january-2017/;1
https://web.archive.org/web/20170910154408/http://dailynative.us/tornado-carries-mobile-home-130-miles-family-inside-unharmed/;1
https://web.archive.org/web/20170831152546/https://www.washingtonpost.com/news/post-politics/wp/2015/11/25/first-family-visits-d-c-shelter-highlights-homeless-veterans-plight/;1
https://web.archive.org/web/20151219225350/urbanintellectuals.com/2013/05/07/nra-president-jim-porter-its-only-a-matter-of-time-before-we-can-own-colored-people-again/;1
https://web.archive.org/web/20190607134239/http://theeconomiccollapseblog.com/archives/hurricane-irma-if-there-was-such-a-thing-as-a-category-6-hurricane-this-would-be-it;1
https://web.archive.org/web/20180617014348/https://yournewswire.com/anthony-bourdain-killed-clinton-operatives/;1
https://conservativedailypost.com/us-representatives-promise-implement-of-un-gun-control-plans/;1
https://web.archive.org/web/20180309144220/https://www.nyfoxnews.co/michelle-obama-just-received-life-shattering-news-from-the-doctor/;1
https://web.archive.org/web/20170619144927/http://breakingtop.world/2017/06/15/libtard-hero-al-franken-forced-resign-disgrace;1
https://web.archive.org/web/20120527073004/https://mightynest.com/learn/research-by-concern/dangers-of-triclosan;1
https://web.archive.org/web/20170528095037/http://uspoln.com/2017/05/23/rubio-rape-victims-custody-suspicion-theyre-planning-abortion/;1
https://web.archive.org/web/20180816230751/http://dailyfeed.news/flight-crew-takes-a-knee-and-walks-off-leaving-new-orleans-saints-stranded-on-runway/;1
https://web.archive.org/web/20181109142406/https://exclusive103.com/2018/04/30/thousands-killed-as-israel-drops-tactical-nuclear-bomb-on-syria/;1
https://web.archive.org/web/20170328124159/http://theseattletribune.com/idaho-mother-sentenced-prison-multiple-citations-public-breastfeeding/;1
https://web.archive.org/web/20190423072223/https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm598317.htm;1
https://web.archive.org/web/20171209075503/https://mainerepublicemailalert.com/2017/06/24/breaking-johnny-depp-taken-into-custody-by-secret-service/;1
https://notallowedto.com/great-white-shark-in-great-lakes/;1
https://web.archive.org/web/20180419065511/http://bitcoingrower.life/2018/04/15/apply-now-and-win-the-canada-diversity-immigration-visa-lottery-dv-2019-program-live-and-work-in-canada-insurance-loan-mortgage-tax-laws-mesothelioma/;1
https://web.archive.org/web/20180616013957/https://www.viralwdc.site/national-guard-storms-mexico-border-makes-game-changing-impact-in-just-30-days/;1
https://web.archive.org/web/20180806114351/http://freeinfomedia.com/breaking-supreme-court-issues-first-bench-warrant-ever/;1
https://web.archive.org/web/20170801080534/www.ajeteys.com/ill-make-sure-jailed-donald-trump-tells-ghanas-prez-mahama/;1
https://newstarget.com/2016-02-23-usda-approves-slaughterhouses-producing-horse-meat-for-human-consumption.html;1
https://web.archive.org/web/20180410060733/https://boingboing.net/2018/04/09/fox-news-accidentally-puts-up.html;1
https://web.archive.org/web/20180625133917/https://fellowshipoftheminds.com/2018/03/30/application-for-march-for-our-lives-permit-was-made-months-before/;1
https://web.archive.org/web/20181015163454/http://nyeveningnews.com/2018/05/08/pope-francis-gun-owners-cant-call-themselves-christian-anymore/;1
https://web.archive.org/web/20180924025904/yournewswire.com/smallville-star-sold-children-rothschilds-clintons/;1
https://nypost.com/2017/11/06/ex-friends-say-shooter-was-creepy-atheist-who-berated-religious-people/;1
https://notallowedto.com/babysitter-on-drug-eats-toddler/;1
https://web.archive.org/web/20180327213804/http://stluciantimes.com/breaking-irish-superstar-saoirse-ronan-dies-after-on-set-accident-in-st-lucia/;1
https://www.independent.co.uk/arts-entertainment/music/news/donald-trump-inauguration-ceremony-artists-performing-elton-john-legend-celine-dion-a7492991.html;1
https://web.archive.org/web/20180119175135/http://yournewswire.com/youngest-leader-george-soros/;1
https://web.archive.org/web/20170314174618/http://wbn12.com/rosenberg-tx/new-star-wars-movie-filming-near-rosenberg-texas-large-number-of-extras-needed/;1
https://web.archive.org/web/20180106060131/http://smag31.com/mom-applies-remedy-baby-moments-later-dies-careful-moms/;1
https://web.archive.org/web/20180707030042/http://econewsmedia.org/2018/02/01/nfl-lawyer-claimed-super-bowl-rigged-found-dead/;1
https://madworldnews.com/hillary-dead-body-huma-abedin/;1
http://www.empiresports.co/colorado-rockies-baseball-team-to-sell-marijuana-brownies-at-their-concession-stands/;1
https://www.cnn.com/2018/05/14/politics/melania-trump-surgery/index.html;1
https://web.archive.org/web/20180324230638/https://yournewswire.com/tens-of-thousands-of-scientists-declare-climate-change-a-hoax/;1
https://web.archive.org/web/20170822021322/http://newsconservative.com/breaking-barcelona-terrorist-cousin-us-named-barack;1
https://web.archive.org/web/20190408195535/http://www.someonesbones.com/blog/delta-force-raids-obama-stronghold-in-thailand/;1
http://abcnews.go.com/ThisWeek/week-transcript-target-libya/story?id=13178623&page=3;0
https://web.archive.org/web/20070911181319/http://pol.moveon.org/petraeus.html;0
https://www.sasse.senate.gov/public/index.cfm/press-releases?ID=BB3AAE5D-F593-4228-9008-C6BCC8D3FC2B;0
http://www.pbs.org/wnet/need-to-know/economy/this-labor-day-we-need-protests/11228/;0
http://time.com/3920332/transcript-full-text-hillary-clinton-campaign-launch/;0
http://www.politifact.com/georgia/statements/2011/may/24/herman-cain/cain-said-food-stamp-program-use-under-obama/;0
https://web.archive.org/web/20130701194850/http://www.rawstory.com/rs/2012/07/17/sen-sanders-warns-of-frightening-trend-towards-oligarchy/;0
http://minnesota.cbslocal.com/2016/07/09/philando-stops/;0
https://web.archive.org/web/20080206222702/http://www.mittromney.com/News/Press-Releases/Kerry_McCain;0
https://web.archive.org/web/20091229194623/http://www.bobmcdonnell.com/index.php/press_releases/details/mcdonnell_letter_urges_no_delay_in_virginia_offshore_energy_exploration_and/;0
https://web.archive.org/web/20180913054817/http://action.citizen.org/campaign.jsp?campaign_KEY=26880;0
https://web.archive.org/web/20170226191647/http://www.foxnews.com/transcript/2015/07/12/mcconnell-webb-jindal-express-uncertainty-over-iran-nuclear-deal/;0
https://web.archive.org/web/20170102032129/http://www.whitehouse.gov/the-press-office/2010/09/20/remarks-president-cnbc-town-hall-discussion-jobs;0
https://web.archive.org/web/20190717194430/http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000303;0
https://web.archive.org/web/20100827015529/http://news.yahoo.com/s/ap/20100825/ap_on_re_us/us_nyc_mosque;0
http://time.com/4523755/donald-trump-leaked-tape-impact/;0
https://web.archive.org/web/20121024143446/http://www.msnbc.msn.com/id/26535811/;0
http://www.epi.org/blog/lost-decade-working-age-household-income/;0
http://www.cnn.com/2012/10/03/politics/debate-transcript/index.html;0
http://abcnews.go.com/ThisWeek/week-transcript-hillary-clinton/story?id=12959396&page=2;0
http://www.politifact.com/truth-o-meter/promises/obameter/promise/525/introduce-comprehensive-immigration-bill-first-yea/;0
https://web.archive.org/web/20121221015559/http://west.congressnewsletter.net/common/mailings/index.cfm?id=190;0
https://web.archive.org/web/20170122062346/http://www.washingtonpost.com/wp-dyn/content/article/2009/09/07/AR2009090702070.html;0
http://www.politifact.com/truth-o-meter/statements/2014/jan/24/patrick-kennedy/has-potency-pot-changed-president-obama-was-high-s/;0
http://www.politifact.com/truth-o-meter/statements/2011/mar/15/barack-obama/barack-obama-says-us-oil-production-last-year-was-/;0
https://web.archive.org/web/20121021090929/http://www.foxnews.com/story/0,2933,373450,00.html;0
https://web.archive.org/web/20071016232328/http://frontpagemagazine.com/Articles/Read.aspx?GUID=5541E159-6AD5-4CC9-B24D-38374624608C;0
https://web.archive.org/web/20090514023215/http://republicanleader.house.gov/News/DocumentSingle.aspx?DocumentID=125333;0
https://web.archive.org/web/20170725194759/http://rare.us/rare-politics/rand-paul-will-donald-trump-betray-voters-by-hiring-john-bolton/;0
https://web.archive.org/web/20160110204659/http://www.guttmacher.org/statecenter/updates/2013/statetrends42013.html;0
https://web.archive.org/web/20070625210514/http://clinton.senate.gov/news/statements/details.cfm?id=277627;0
http://www.cnn.com/2008/POLITICS/01/21/debate.transcript/index.html;0
https://web.archive.org/web/20170119104940/http://www.whitehouse.gov/the-press-office/2012/06/23/op-ed-president-obama-president-obama-reflects-impact-title-ix;0
http://abcnews.go.com/ThisWeek/week-transcript-holder-giuliani/story?id=10596448&page=4;0
https://web.archive.org/web/20180101162402/https://www.whitehouse.gov/presidential-actions/executive-order-protecting-nation-foreign-terrorist-entry-united-states/;0
https://web.archive.org/web/20100626122700/http://www.citizenlink.org/focusaction/updates/A000006979.cfm;0
https://web.archive.org/web/20070825014950/http://www.mcclatchydc.com/iraq/story/18861.html;0
https://web.archive.org/web/20100330081658/http://switchboard.nrdc.org/blogs/bfinamore/chinas_carbon_intensity_target.html;0
https://web.archive.org/web/20080319052510/http://www.mtv.com/news/articles/1583539/20080317/id_0.jhtml;0
https://web.archive.org/web/20171229115105/http://www.washingtonpost.com/wp-dyn/content/article/2009/08/28/AR2009082803158.html;0
https://web.archive.org/web/20180307031817/http://www.foxnews.com/on-air/fox-news-sunday-chris-wallace/2014/04/06/sen-kaine-rep-mccaul-security-stateside-military-bases-gen-hayden-reacts-morells-benghazi;0
https://web.archive.org/web/20080131000131/http://www.barackobama.com/2008/01/30/remarks_of_senator_barack_obam_45.php;0
https://web.archive.org/web/20070103020730/http://www.cdc.gov/nchs/products/pubs/pubd/hestats/prelimbirths05/prelimbirths05.htm;0
http://abcnews.go.com/Politics/full-interview-transcript-president-barack-obama/story?id=35203825;0
https://web.archive.org/web/20170119183710/http://www.whitehouse.gov/the-press-office/2013/04/17/statement-president;0
http://abcnews.go.com/print?id=9818034;0
https://web.archive.org/web/20071016102723/http://eia.doe.gov/emeu/cabs/Saudi_Arabia/Oil.html;0
https://web.archive.org/web/20100821215324/http://republicans.foreignaffairs.house.gov/press_display.asp?id=1583;0
http://abcnews.go.com/Politics/memory-lapse-trump-seeks-distance-advisor-past-ties/story?id=34600826;0
https://web.archive.org/web/20090816181927/http://www.pbs.org/newshour/bb/politics/july-dec09/shieldsbrooks_08-14.html;0
