url;credibility_rating
https://web.archive.org/web/20090619223600/http://www.cnn.com/2009/WORLD/meast/06/15/iran.elections.qa/;5
https://web.archive.org/web/20111031175128/http://www.peakhomeloan.com/mortgage%20refinancing.asp;2
https://web.archive.org/web/20100602231114/http://www.energy.ca.gov/greenjobs/;5
https://web.archive.org/web/20110707055529/http://ouchmedicalcenter.com/floyd;2
https://web.archive.org/web/20101011162816/http://www.medicalnewstoday.com/articles/163133.php;4
https://web.archive.org/web/20110920152953/http://discovermagazine.com/2010/jan-feb/088;4
https://web.archive.org/web/20091103112312/http://www.lifesitenews.com/ldn/2009/oct/09103018.html;3
https://web.archive.org/web/20100601103735/http://www.examiner.com/x-1155-Cycling-Examiner~y2010m5d29-Floyd-Landis-OUCH-part-company-embattled-cyclists-career-over-at-age-34;4
https://web.archive.org/web/20110904104456/http://www.telegraph.co.uk/health/healthnews/6127514/Sentenced-to-death-on-the-NHS.html;4
http://www.usnews.com/science/articles/2009/09/08/three-genes-linked-to-alzheimers-disease-risk.html;4
http://alzheimers.emedtv.com/alzheimer's-disease/alzheimer's-and-genes.html;3
http://www.mortgage101.com/article/mortgage-refinancing;4
https://web.archive.org/web/20110530013034/http://aheadwithautism.com/warningsigns.html;3
http://www.fitnesstown.ca/P90X-Extreme-Home-Fitness-Workout-Program;2
http://www.telegraph.co.uk/finance/personalfinance/investing/3067744/Is-now-a-good-time-to-invest-in-oil.html;4
https://web.archive.org/web/20110704052706/http://www.mortgageguide101.com/mortgage-refinancing.aspx;3
https://web.archive.org/web/20100322204050/http://www.medpagetoday.com/Neurology/AlzheimersDisease/15850;5
https://web.archive.org/web/20100620185137/http://www.reduce-debt-reduce-stress.com/;1
https://web.archive.org/web/20110707074807/http://alzheimers.about.com/od/whatisalzheimer1/a/causes.htm;4
https://web.archive.org/web/20110828043141/http://www.cyclingnews.com/editions/cycling-news-flash-june-30-2008;3
https://web.archive.org/web/20110809085217/http://www.americanprogress.org/issues/2008/01/capandtrade101.html;4
https://web.archive.org/web/20100606041315/http://wiki.ocregister.com/Orange_County/People/Nadya_Suleman_(Octomom);3
https://web.archive.org/web/20110808013423/http://www.shirleys-wellness-cafe.com/flu.htm;1
https://web.archive.org/web/20101123154621/http://earthday.net/greenjobs;4
http://www.sciencedaily.com/releases/2007/10/071029120427.htm;4
https://web.archive.org/web/20110607082115/http://www.geosociety.org/positions/position10.htm;4
http://livinlavidalocarb.blogspot.com/2006/06/diabetes-treatment-shocker-atkins-diet.html;3
https://web.archive.org/web/20110608223756/http://www.associatedcontent.com/article/1885812/cap_and_trade_vote_results_in_passage.html?cat=62;
https://web.archive.org/web/20110610124412/http://www.blippitt.com/adam-lambert-album-cover/;3
https://web.archive.org/web/20110923160558/http://www.askmen.com/celebs/men/entertainment/adam-lambert/index.html;4
https://web.archive.org/web/20110718150439/http://www.lendersmark.org/debt-consolidation.htm;2
https://web.archive.org/web/20110830130140/http://www.mahalo.com/nadya-suleman;5
https://web.archive.org/web/20100918122656/http://www.wellsphere.com/exercise-article/how-does-p90x-work-part-2-of-12/20499;4
https://web.archive.org/web/20110218143528/http://www.thehollywoodgossip.com/2009/08/lady-gaga-hermaphrodite-picture-sparks-rumors/;3
https://web.archive.org/web/20100609151023/http://www.philly.com/inquirer/opinion/95709014.html;4
https://web.archive.org/web/20101129132012/http://www.cardiff.ac.uk/news/articles/new-alzheimers-genes-uncovered.html;4
https://web.archive.org/web/20110829104506/http://party.kaboose.com/tea_party.html;4
https://web.archive.org/web/20110218213300/http://www.wikinvest.com/industry/Renewable_Energy;4
https://web.archive.org/web/20110705131531/http://www.generationgreen.org/cap-trade.htm;4
https://web.archive.org/web/20121104193844/http://sports.espn.go.com/oly/cycling/news/story?id=2541883;4
http://www.mediaite.com/online/goodbye-angry-mob-hello-death-panels/;3
https://web.archive.org/web/20111018203457/http://www.msnbc.msn.com/id/31440649/ns/world_news-mideastn_africa/;4
http://www.epa.gov/climatechange/basicinfo.html;5
https://web.archive.org/web/20110623015006/http://www.atkinsexposed.org/atkins/99/Mayo_Clinic.htm;4
http://www.pennyjobs.com/pp/public/Articles.aspx?aid=8;2
http://www.csmonitor.com/From-the-news-wires/2010/0617/Renewable-energy-New-Mexico-to-build-two-solar-power-facilities;5
https://web.archive.org/web/20110927042653/http://www.articlesbase.com/investing-articles/7-best-mutual-funds-for-2009-727548.html;2
https://web.archive.org/web/20100621233201/http://news.yahoo.com/s/ynews/20100617/bs_ynews/ynews_bs2665;4
https://web.archive.org/web/20110624064735/http://www.wnd.com/index.php?fa=PAGE.view&pageId=78931;1
https://ezinearticles.com/?Is-Gold-a-Good-Investment?&id=1389358;3
https://web.archive.org/web/20110424075624/http://www.cbsnews.com/stories/2009/07/28/politics/main5193109.shtml;5
https://web.archive.org/web/20090709133321/http://www.msnbc.msn.com/id/7080775/ns/business-personal_finance/;4
https://web.archive.org/web/20110829044603/http://www.mahalo.com/how-to-reduce-student-loan-debt;4
http://www.telegraph.co.uk/news/worldnews/middleeast/iran/5526721/Iran-elections-revolt-as-crowds-protest-at-Mahmoud-Ahmadinejads-rigged-victory.html;5
https://web.archive.org/web/20111007134039/http://www.goodharvestmarket.com/special_diets/eating_organic.html;4
http://ezinearticles.com/?Organic-Eating---Why-Bother?&id=42159;4
https://web.archive.org/web/20100104100828/http://consumereducation.suite101.com/article.cfm/cash_for_clunkers_eligible_cars_fueleconomygov;4
https://web.archive.org/web/20101230220432/http://www.kbb.com/kbb/cash-for-clunkers/default.aspx;5
https://web.archive.org/web/20110821022724/http://money.cnn.com/magazines/moneymag/money101/lesson6/;5
https://web.archive.org/web/20110607212547/http://www.bodybuilding.com/fun/sclark89.htm;3
http://www.snopes.com/politics/obama/photos/kenyasign.asp;5
http://web.archive.org/web/20100908044941/http://www.washingtonpost.com/wp-dyn/content/article/2010/04/26/AR2010042603126.html;4
http://web.archive.org/web/20110830125927/http://www.squidoo.com/CanEatingOrganicHelpYouLoseWeight;2
http://web.archive.org/web/20070312224527/http://www.thepittsburghchannel.com/health/2220060/detail.html;4
http://web.archive.org/web/20110511201606/http://articles.latimes.com/2009/aug/14/nation/na-health-end-of-life14;4
http://www.webmd.com/alzheimers/guide/20061101/who-gets-alzheimers-genes-hold-key;5
http://web.archive.org/web/20110704010453/http://online.wsj.com/article/SB124597505076157449.html;5
http://web.archive.org/web/20110512164453/http://www.huffingtonpost.com/2009/07/27/house-to-consider-counter_n_245741.html;4
http://web.archive.org/web/20111117134059/http://www.shapefit.com/atkins-diet-effective.html;3
http://web.archive.org/web/20100421232955/http://today.masteryourmoney.com/2009/02/05/is-now-a-good-time-to-invest-in-gold.aspx;2
http://web.archive.org/web/20110811094309/http://articles.moneycentral.msn.com/Investing/MutualFunds/where-to-invest-your-money-in-2010.aspx;4
http://web.archive.org/web/20101103034442/http://www.heall.com/body/askthedoctor/nutrition/organicfoods.html;3
http://web.archive.org/web/20110909070229/http://www.p90x-review.net/how-it-works.html;4
http://web.archive.org/web/20100110062041/http://thestar.com.my/news/story.asp?file=/2009/9/28/nation/20090928092605&sec=nation;4
http://web.archive.org/web/20110812044954/http://goldprice.org/buying-gold/2007/04/should-i-invest-in-gold-funds.html;3
http://web.archive.org/web/20100325060620/http://www.ehow.com/how_2291042_reduce-credit-card-debt.html;2
http://www.lowcarb.ca/articlesb/article328.html;4
http://web.archive.org/web/20111115145510/http://moneyshaker.blogspot.com/2007/06/is-it-good-time-to-invest-in-real.html;2
http://web.archive.org/web/20100130082724/http://in.finance.yahoo.com/personal-finance/nri_basics/7/is-it-a-good-time-to-invest-in-real-estate/;4
http://web.archive.org/web/20110128161951/http://www.getrippeddvd.com/;2
http://web.archive.org/web/20110707191544/http://www.fool.com/investing/beginning/whens-the-right-time-to-invest.aspx;4
http://web.archive.org/web/20110704095025/http://www.bionomicfuel.com/what-are-green-mutual-funds/;2
http://web.archive.org/web/20110507220253/http://www.autismspeaks.org/whatisit/learnsigns.php;4
http://web.archive.org/web/20091106053104/http://www.realestatejournal.com/columnists/qa/20001201-irwin.html;4
http://web.archive.org/web/20090818173856/http://www.cockup.com/atkins_diet.php;2
http://www.kidsorganics.com/10%20Most%20Important%20Foods%20to%20Eat%20Organic.htm;4
https://web.archive.org/web/20100718073945/http://psychology.suite101.com/article.cfm/four-psychological-incentives-for-reducing-debt;3
https://web.archive.org/web/20101015014035/http://www.kingcounty.gov/healthservices/health/preparedness/pandemicflu/swineflu/FluMistGeneral.aspx;3
http://www.locarbrecipes.com/lowcarbteens.html;4
https://web.archive.org/web/20110629214512/http://top40.about.com/od/l/p/adamlambert.htm;4
https://web.archive.org/web/20101214163006/http://cashmoneylife.com/2009/07/30/cash-for-clunkers-program-vehicle-eligibility/;4
https://web.archive.org/web/20111216211655/http://blogs.discovermagazine.com/discoblog/2009/06/22/can-number-crunching-reveal-whether-irans-election-was-rigged/;5
https://web.archive.org/web/20110917211911/http://www.ultimatefitnessgear.com/meal-replacement-shake.html;2
https://web.archive.org/web/20110124060559/http://www.newsweek.com/2008/04/21/is-now-a-good-time-to-invest.html;4
http://www.retireearlyhomepage.com/portrisk.html;1
https://web.archive.org/web/20110707050413/http://www.personalhomeloanmortgages.com/mortgage-refinance/;2
https://web.archive.org/web/20100107010756/http://www.techbanyan.com/5888/risks-side-effects-h1n1-vaccine/;3
https://web.archive.org/web/20110707202332/http://www.helpguide.org/mental/autism_signs_symptoms.htm;4
http://abcnews.go.com/Politics/tea-party-protesters-march-washington/story?id=8557120;4
https://web.archive.org/web/20130603225320/http://www.simplehealthguide.com/discovery-of-two-new-alzheimers-genes/;3
