url;credibility_rating
http://samvak.tripod.com/faq23.html;4
https://www.druglibrary.org/olsen/medical/iowa/dosecomp.html;3
https://web.archive.org/web/20171202105533/http://chemo.net/amyloxin.htm;3.7142857142857135
https://www.mymoneyblog.com/bikini-girls-waterfalls-90s-real-estate-guru-tom-vu.html;4.5
https://web.archive.org/web/20140715220143/http://www.austinabc.com/~austinab/testimonials/;4.666666666666667
https://web.archive.org/web/20140201092506/http://www.gop.com/2012-republican-platform_reforming/;4.5
http://www.rcpbml.org.uk/wwie-13/ww13-03.htm;3.6666666666666665
https://www.hopkinsmedicine.org/news/media/releases/helmets_save_lives_of_skiers_and_snowboarders;4.5
https://web.archive.org/web/20170215173343/http://www.living-a-healthy-lifestyle.com/health-terms.html;3
https://web.archive.org/web/20130528005717/http://www.ct-eyecare.com/pages/eyecare-resources/eye-twitching.php;4.833333333333333
https://web.archive.org/web/20130313061035/http://scienceweek.com/bookshelf/quantum-mechanics.htm;4.5
https://web.archive.org/web/20130115092919/http://news.yahoo.com/muti-miss-chicago-symphony-orchestra-concerts-220955815.html;4.5
http://www.weatherquestions.com/What_is_the_greenhouse_effect.htm;4.6
http://www.webmd.com/cancer/news/20130107/pap-ovarian-endometrial-cancers?src=RSS_PUBLIC;5
https://web.archive.org/web/20131202202836/http://www.lccbank.com/bsavings.html;5
http://www.diabetes.co.uk/sweeteners/aspartame.html;4.666666666666667
https://web.archive.org/web/20130624231740/http://blog.creditkarma.com/credit-101/your-2013-credit-checklist/;4.5
https://web.archive.org/web/20201112011928/https://inthesetimes.com/article/bains-birth-by-death-squads;4
http://www.samizdata.net/2013/01/crane-before-and-after/;3.571428571428572
https://web.archive.org/web/20170531125301/http://www.melpomene.org/pets/litter-box-training/litter-box-training-for-semi-wild-cats;4.5
http://www.jonnydigital.com/druidpoet;4.5
http://www.womentowomen.com/depressionanxietyandmood/antidepressants.aspx;4.625
https://web.archive.org/web/20130406175654/http://www.forbes.com/sites/financialfinesse/2012/12/12/forget-the-fiscal-cliff-here-are-the-real-threats-to-your-portfolio/;4.333333333333333
https://web.archive.org/web/20170228133042/http://www.healthylifestylebalance.com/childhood-nutrition.html;3.5
http://reason.com/archives/2012/08/16/romney-and-ryan-would-return-us-to-the-b;3.8333333333333335
http://www.ecb.int/press/key/date/2004/html/sp040426.en.html;4
http://www.carsdirect.com/car-insurance/what-to-do-if-your-car-insurance-is-cancelled;3.75
http://www.druglibrary.org/mags/newsweek42.htm;4
https://web.archive.org/web/20150918050033/http://www.megahealth-lifestyle.com/what-is-mlm.html;3
http://www.myspecialdiet.com/cranberry.aspx;5
https://web.archive.org/web/20171212053338/https://www.olganon.org/home;3.7142857142857135
http://www.ushistory.org/us/48.asp;5
http://www.goodreturns.in/personal-finance/taxes/2013/01/tax-planning-here-complete-guide-salaried-employees-2-158329.html;3.6
http://www.emphysema.net/whoweare.asp;5
http://www.earthsave.org/news/03summer/fish.htm;4
http://www.aoc.nrao.edu/evla/admin/reviews/widarconnect/widarconnect.html;3.5
https://web.archive.org/web/20150930100516/http://www.users.zetnet.co.uk/nwoolley/home.htm;3.25
https://web.archive.org/web/20170112114834/http://edfvc.com/20080717.html;5
http://entertainment.oneindia.in/bollywood/news/2013/kaminey-2-shahid-kapoor-in-priyanka-chopra-out-102461.html;3.5
http://www.newsmax.com/ThomasSowell/Gun-Control-mass-shootings/2012/12/21/id/468683;3.6
https://web.archive.org/web/20160415194342/http://stonestreet.com/structured-settlements/litigation-structured-settlement/;3
https://web.archive.org/web/20160430085119/http://www.kamakuraco.com/ProductsServices/KamakuraRiskInformationSvcs/TroubledCompanyIndex.aspx;5
https://web.archive.org/web/20130323012936/http://www.smithbarney.com/products_services/fixed_income/cds/;5
http://www.yolnguboy.com/directory/htm/a-story/index-story.htm;3.5
https://web.archive.org/web/20170629174902/http://www.investorwords.com/7890/financial_risk_management.html;4.2
http://www.medpagetoday.com/PublicHealthPolicy/Medicaid/36977;4
http://money.howstuffworks.com/personal-finance/personal-income-taxes/income-tax.htm;4.5
https://web.archive.org/web/20150201191615/http://angelonmyshoulder.org/programs/angel-camps-2/;5
https://web.archive.org/web/20130112012639/http://news.yahoo.com/israeli-law-aims-ultrathin-models-obsolete-182224868.html;4
https://web.archive.org/web/20170102124703/https://www.medicare.gov/sign-up-change-plans/medicare-health-plans/medicare-advantage-plans/medicare-advantage-plans.html;4.863636363636363
https://web.archive.org/web/20171027072007/http://www.healthylifestylebalance.com/calorie-counting.html;3
https://web.archive.org/web/20170703050828/https://health.usnews.com/health-insurance/georgia;4
https://web.archive.org/web/20131101180757/http://www.myfinancialsoftware.com/links/overview.htm;3.5
http://beingfrugal.net/should-you-do-your-own-taxes-or-hire-an-accountant/;4.166666666666667
https://web.archive.org/web/20130105054114/http://www.nlm.nih.gov/medlineplus/news/fullstory_132215.html;4.4
http://beingfrugal.net/why-tenants-need-to-buy-renters-insurance/;4.25
https://web.archive.org/web/20160312163007/http://articles.economictimes.indiatimes.com/2012-06-18/news/32299421_1_urban-co-operative-bank-cosmos-bank-bhubaneswar;4
https://web.archive.org/web/20130220002552/http://www.nlm.nih.gov/medlineplus/news/fullstory_131968.html;4.666666666666667
https://web.archive.org/web/20150130014052/http://www.convergent-capital.com/en/About/;4
http://abcnews.go.com/Health/electronic-cigarettes-combat-addiction-report/story?id=18083882;4.8
https://web.archive.org/web/20100624114945/http://www.edc.uri.edu/projects/nutr_sci.html;5
http://eve-tushnet.blogspot.com/2004_02_01_eve-tushnet_archive.html;4
http://smokingsides.com/docs/hist.html;4
http://www.tmz.com/2012/12/20/carrie-ann-inaba-president-barack-obama-hawaii-high-school/;4
http://www.earthsave.org/lifestyle/vegcooking.htm;4.666666666666667
http://www.lovehkfilm.com/support.htm;3.333333333333333
https://equinevetin.blogspot.com/search?updated-max=2008-09-11T08:14:00-07:00&max-results=7&start=14&by-date=false;3
https://web.archive.org/web/20170216045659/http://www.ofspirit.com/brucefife1.htm;3.875
https://web.archive.org/web/20150720190415/http://www.richard-gale.com/bio.html;3.5
http://www.erowid.org/chemicals/mdma/references/mdma_research_summaries.shtml;3.6
https://web.archive.org/web/20130118224639/http://articles.timesofindia.indiatimes.com/2013-01-02/computing/36110957_1_electronic-cigarettes-traditional-cigarettes-regular-cigarettes;3.888888888888889
https://web.archive.org/web/20131115082533/http://nrelscience.org/2012/11/30/first-annual-ecopress-haiku-contest-can-you-distill-your-research-down-to-three-lines/;5
https://web.archive.org/web/20160730230514/http://www.dummies.com/how-to/content/analyzing-the-consequences-of-the-great-depression.html;4
https://web.archive.org/web/20200925095453/http://tbilaw.com/blog/man-gets-7-12-years-for-shaking-baby-causing-brain-trauma/;4
http://www.slogold.net/ship_registration_offshore_services.html;3
https://web.archive.org/web/20160320204530/http://articles.chicagotribune.com/2011-12-12/health/ct-met-nccam-tact-trial-20111212_1_chelation-clinical-trials-study-drug;4.571428571428571
https://web.archive.org/web/20170303144020/http://www.hometownquotes.com/auto/when-to-change-auto-insurance-policies.html;4
https://web.archive.org/web/20141020133117/http://www.ncbi.nlm.nih.gov/pubmed/21961824;4.2
http://www.goodreturns.in/personal-finance/insurance/2013/01/importance-discussing-claim-process-with-your-nominee-157528.html;4.5
https://web.archive.org/web/20130527225338/http://www.vattenfall.com/en/greenhouse-effect.htm;3.857142857142857
https://web.archive.org/web/20170308123813/http://www.centerforautism.com/research.aspx;4.5
http://www.laissez-fairerepublic.com/fund1122.htm;4.5
https://web.archive.org/web/20120120142722/http://www.thefundsupermarket.co.uk/Investment_bonds.htm;4.5
https://web.archive.org/web/20161219020718/http://www.cambridgeveins.co.uk/venousulcers.html;3.5
https://web.archive.org/web/20130129074626/https://www.ccnow.com/merchantGallery.html;3.5
https://web.archive.org/web/20160317001008if_/http://www.selfhelpmagazine.com/can-repressed-memories-be-recovered#sthash.DWeq2H7H.dpbs;4.333333333333333
https://web.archive.org/web/20141012040950/http://www.ncat.edu/divisions/advancement/alumni-affairs/news/rhodes.html;4
https://web.archive.org/web/20130216044124/http://www.nimh.nih.gov/health/publications/depression/how-is-depression-diagnosed-and-treated.shtml;4.833333333333333
https://web.archive.org/web/20140805160954/http://klmtrade.com/?ref=goldpoll;5
http://mikegrost.com/herbier.htm;4.5
https://web.archive.org/web/20130604025027/http://mohtruth.tblog.com/post/267443;2.5
https://web.archive.org/web/20150222145633/http://www.cirquelodge.com/Video/StudioTour-Welcome.php;4.5
https://paleoeater.blogspot.com/2007/11/into-normal-range.html;4.333333333333333
https://web.archive.org/web/20130503100625/http://www.optom.unsw.edu.au/research/rokresearch.html;4.333333333333333
http://www.cocaine.org/sherlockholmes/index.html;4
http://www.thesmokinggun.com/documents/michael-jackson-medical-records-481239;4.666666666666667
http://rhinoxsis.homestead.com/zMkissed.html;4
http://political-economy.com/causes-of-the-great-depression/;4
https://web.archive.org/web/20151026074226/http://www.rooseveltinstitute.org/new-roosevelt/real-lesson-great-depression-fiscal-policy-works;4
http://www.goodreturns.in/personal-finance/investment/2013/01/employees-provident-fund-epf-few-facts-you-should-know-158173.html;4
