url;rating;score_authors;score_url_domain_ending;errors_grammar_spelling;score_errors;questions_text_per_sentence;score_tonality_questions_text;questions_title;score_tonality_questions_title;exclamations_text_per_sentence;score_tonality_exclamations_text;exclamations_title;score_tonality_exclamations_title;all_caps_text;score_tonality_all_caps_text;all_caps_title;score_tonality_all_caps_title;read_text_flesch_kincaid;read_text_flesch_read_ease;read_text_gunning_fog;read_text_smog;read_text_ari;read_text_coleman_liau;score_readability_text;read_title_flesch_kincaid;read_title_flesch_read_ease;read_title_gunning_fog;read_title_smog;read_title_ari;read_title_coleman_liau;score_readability_title;word_count_text;score_ls_word_count_text;word_count_title;score_ls_word_count_title;sentence_count;score_ls_sentence_count;ttr;score_ls_type_token_ratio;word_length_text;score_ls_word_length_text;word_length_title;score_ls_word_length_title;profanity;score_vocabulary_profanity;anger_word_count;anger_intensity;anticipation_word_count;anticipation_intensity;disgust_word_count;disgust_intensity;fear_word_count;fear_intensity;sadness_word_count;sadness_intensity;joy_word_count;joy_intensity;surprise_word_count;surprise_intensity;trust_word_count;trust_intensity;score_vocabulary_emotional_words;score_clickbait;links_count;score_links_external;sentiment_text_spacy;sentiment_text_vader;sentiment_text_fasttext_1;sentiment_text_fasttext_2;sentiment_text_fasttext_3;sentiment_text_fasttext_4;sentiment_text_fasttext_5;score_sentiment_polarity_text;sentiment_title_spacy;sentiment_title_vader;sentiment_title_fasttext_1;sentiment_title_fasttext_2;sentiment_title_fasttext_3;sentiment_title_fasttext_4;sentiment_title_fasttext_5;score_sentiment_polarity_title;score_sentiment_subjectivity
http://samvak.tripod.com/faq23.html;4.0;1.0;0.0;0.0008952221661429187;0.9328214971209213;0.057692307692307696;0.6153846153846154;0.0;1.0;0.17307692307692307;0.0;0.0;1.0;8.0;0.19999999999999996;0.0;1.0;9.860881226053639;60.124164456233444;14.620807544945476;12.961464211187492;11.892283377542;11.792464631226057;0.8860881226053638;6.620000000000001;54.72500000000002;1.6;3.0;5.297499999999999;7.6715937499999995;0.42974999999999997;1038.0;1.0;4.0;1.0;52.0;1.0;0.47109826589595377;0.0;4.978805394990366;0.24470134874759153;5.25;0.3125;0.0;1.0;16.0;8.069;19.0;9.065;8.0;3.5699999999999994;17.0;9.331999999999999;17.0;8.083;62.0;38.31799999999999;9.0;3.71;71.0;44.55200000000003;0.7597321772639691;0.0;17.0;1.0;0.144769017669961;0.9991;0.025478636845946312;0.4109073877334595;0.19142895936965942;0.32950207591056824;0.042733121663331985;0.6445294138302405;0.5;0.6369;1.0000003385357559e-05;1.0061685316031799e-05;1.0000003385357559e-05;0.3418443500995636;0.6581756472587585;0.6893381175792853;0.484026654687032
https://www.druglibrary.org/olsen/medical/iowa/dosecomp.html;3.0;0.0;1.0;0.003020437351800971;0.9846625766871165;0.05555555555555555;0.6296296296296297;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.8;0.0;1.0;8.505546955624357;66.04306071551429;13.122050223598212;11.94427190999916;9.313212934296526;9.728751736842106;0.7505546955624357;5.246666666666666;62.790000000000006;14.533333333333331;8.477225575051662;5.189999999999998;5.695974666666672;0.42466666666666664;323.0;0.03833333333333333;3.0;1.0;18.0;0.52;0.5820433436532507;0.16408668730650144;4.622291021671827;0.15557275541795668;5.333333333333333;0.33333333333333326;0.0;1.0;6.0;2.282;4.0;1.633;2.0;1.1179999999999999;14.0;5.155;7.0;4.161;9.0;3.2500000000000004;0.0;0.0;18.0;9.923999999999998;0.8295789473684211;0.0;0.0;0.0;-0.01583333333333333;0.1865;0.32145074009895325;0.2717207670211792;0.39148661494255066;0.011075838468968868;0.0043160258792340755;0.8914110780072709;0.0;0.4588;3.425829345360398e-05;0.666512668132782;0.03624950349330902;0.14355866611003876;0.15369483828544617;0.9487569678070334;0.5695833333333333
https://web.archive.org/web/20171202105533/http://chemo.net/amyloxin.htm;3.7142857142857135;0.0;0.0;0.0023983829243514414;0.7411003236245954;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;3.0;0.7;1.0;0.5;11.20640183346066;46.987796027501915;15.428877005347596;13.54402535032211;13.319732620320856;14.638046389610391;1.0;2.890000000000004;77.90500000000002;0.8;3.0;7.829999999999998;4.684661999999999;0.1890000000000004;307.0;0.011666666666666667;2.0;1.0;17.0;0.48;0.6286644951140065;0.2573289902280129;5.478827361563518;0.3697068403908794;6.0;0.5;0.0;1.0;3.0;1.4389999999999998;3.0;1.125;4.0;1.742;10.0;5.9030000000000005;3.0;1.931;8.0;2.6850000000000005;2.0;0.695;7.0;3.287;0.8774788273615635;0.0;0.0;0.0;0.09666666666666666;-0.9398;0.08181257545948029;0.39288854598999023;0.3256452977657318;0.0632019117474556;0.13650177419185638;0.6340285501162212;0.0;0.0;0.0010875039733946323;0.9988879561424255;1.00024353741901e-05;1.0060121894639451e-05;5.444496127893217e-05;0.9996193503551088;0.637843137254902
https://www.mymoneyblog.com/bikini-girls-waterfalls-90s-real-estate-guru-tom-vu.html;4.5;1.0;0.0;0.0016683477200225183;0.9743150684931506;0.09523809523809523;0.3650793650793651;0.0;1.0;0.09523809523809523;0.0;0.0;1.0;0.0;1.0;0.0;1.0;5.598186250609462;79.77708759954496;9.13044043555989;9.094494002200442;5.65612221680481;7.183362283276452;0.4598186250609462;4.964444444444446;75.50000000000001;3.6;3.0;5.573333333333334;9.004341888888892;0.3964444444444446;575.0;0.4583333333333333;9.0;1.0;42.0;1.0;0.5443478260869565;0.08869565217391306;4.377391304347826;0.09434782608695658;4.777777777777778;0.19444444444444442;0.0;1.0;8.0;1.2580000000000002;16.0;8.254000000000001;1.0;0.367;8.0;2.318;3.0;1.2960000000000003;19.0;9.175000000000002;10.0;2.695;35.0;17.203000000000003;0.8519443478260869;0.0;1.0;0.3333333333333333;0.18715720804536598;0.9968;0.10096249729394913;0.7512913942337036;0.14647027850151062;0.0011261221952736378;0.00019974217866547406;0.6350792535091284;0.2;0.0;1.5524434274993837e-05;0.12514351308345795;0.8669846057891846;0.007892685942351818;1.376032923872117e-05;0.9999902384121621;0.46620819726082896
https://web.archive.org/web/20140715220143/http://www.austinabc.com/~austinab/testimonials/;4.666666666666667;0.0;0.0;0.00020569948731185642;0.9558855175381967;0.015503875968992248;0.896640826873385;0.0;1.0;0.14728682170542637;0.0;0.0;1.0;21.0;0.0;0.0;1.0;6.620752080221894;79.95188197852217;11.456980300120904;10.555992539422862;7.815791195505298;7.740867052698956;0.5620752080221895;6.620000000000001;54.72500000000002;1.6;3.0;8.829999999999998;12.081482000000001;0.562;4643.0;1.0;4.0;1.0;258.0;1.0;0.27417617919448634;0.0;4.332112858065906;0.08302821451647646;6.0;0.5;1.0;0.6666666666666667;16.0;5.698;189.0;102.23800000000001;25.0;4.874;100.0;32.596999999999994;53.0;25.810000000000002;361.0;182.7540000000002;67.0;26.144999999999996;285.0;158.72000000000034;0.7678931725177685;0.0;1.0;0.3333333333333333;0.263793068864422;1.0;0.07458828389644623;0.03638854995369911;0.4419029653072357;0.09287561476230621;0.3542945683002472;0.5237057159344355;-0.1;0.0;1.0824879609572235e-05;1.0000012480304576e-05;1.000001311302185;1.521358444733778e-05;1.264136972167762e-05;0.9999921779168895;0.45309045429552874
https://web.archive.org/web/20140201092506/http://www.gop.com/2012-republican-platform_reforming/;4.5;0.0;0.0;0.00017882581412579976;0.9864031907179115;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;5.0;0.5;0.0;1.0;14.55785753129376;35.96595866214231;18.157977251792815;15.342154071445051;16.780207329066506;14.869053161846601;1.0;4.450000000000003;73.84500000000001;2.4000000000000004;3.0;9.044999999999998;13.567113500000005;0.3450000000000003;5510.0;1.0;6.0;1.0;219.0;1.0;0.32704174228675137;0.0;5.484392014519056;0.371098003629764;5.833333333333333;0.45833333333333326;0.0;1.0;68.0;32.934999999999995;160.0;79.18400000000007;61.0;26.428;164.0;64.25200000000004;87.0;38.72200000000002;185.0;77.24199999999998;35.0;14.239000000000003;365.0;198.61500000000004;0.8070355716878402;1.0;1.0;0.3333333333333333;0.09233411574874999;1.0;0.005606897175312042;0.15226177871227264;0.13359113037586212;0.7001082897186279;0.008481953293085098;0.6619703831772009;0.0;0.0;1.0070200005429797e-05;0.00012350552424322814;7.04441117704846e-05;0.9998005032539368;4.553478356683627e-05;0.9999814650054759;0.5882015274698202
http://www.rcpbml.org.uk/wwie-13/ww13-03.htm;3.6666666666666665;0.0;1.0;0.0003430160384571134;0.9662761803336883;0.0;1.0;0.0;1.0;0.030927835051546393;0.38144329896907214;0.0;1.0;7.0;0.30000000000000004;0.0;1.0;13.30905722924484;51.60755509817494;17.19660485956796;13.996719285839136;16.53786914866489;12.372404723674915;1.0;3.650000000000002;86.70500000000001;4.0;3.0;7.5909999999999975;11.227708100000001;0.2658999999999998;2807.0;1.0;10.0;1.0;97.0;1.0;0.39045244032775206;0.0;5.014962593516209;0.2537406483790523;5.1;0.2749999999999999;0.0;1.0;33.0;17.193999999999996;72.0;32.675;23.0;8.805999999999997;80.0;38.31500000000002;69.0;34.412;84.0;35.00099999999999;19.0;6.579999999999999;125.0;70.52799999999996;0.8264973281083007;1.0;5.0;1.0;0.06589360730131756;0.9997;0.08489712327718735;0.598628580570221;0.2010793834924698;0.11269750446081161;0.002747488673776388;0.6376517960163454;0.0;0.0772;0.036560602486133575;0.008055642247200012;0.9301159977912903;0.00022547190019395202;0.02509230002760887;0.9794490324954191;0.608368801499643
https://www.hopkinsmedicine.org/news/media/releases/helmets_save_lives_of_skiers_and_snowboarders;4.5;0.0;1.0;0.0015282094234683006;0.9765258215962441;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;11.892369901547116;51.491354899203;14.552836380684482;12.545214042184236;14.30066572902016;12.929865405063293;1.0;1.2900000000000027;103.625;4.0;3.0;5.707000000000001;8.8757677;0.029000000000000248;629.0;0.5483333333333333;10.0;1.0;27.0;0.88;0.5294117647058824;0.05882352941176472;5.136724960254372;0.284181240063593;4.7;0.17500000000000004;0.0;1.0;16.0;8.003;15.0;7.569;4.0;2.504;35.0;20.022000000000002;24.0;13.765999999999998;11.0;3.7520000000000002;4.0;2.101;34.0;17.561999999999998;0.7606391096979332;1.0;0.0;0.0;0.047528860028860025;-0.953;0.008686207234859467;0.9280498623847961;0.02155224047601223;0.04138260707259178;0.0003789110342040658;0.6949782939103123;0.0;0.4939;1.4565690435119905e-05;0.9829851984977722;0.0007986521814018488;0.01624159701168537;1.002087265078444e-05;0.9999918044789714;0.5109487734487734
http://www.living-a-healthy-lifestyle.com/health-terms.html;3.0;0.0;0.0;0.00010484698188385098;0.9379610999329309;0.008992805755395683;0.9400479616306955;0.0;1.0;0.01618705035971223;0.6762589928057554;0.0;1.0;30.0;0.0;0.0;1.0;9.874061108778829;53.146260393504605;13.527270608629582;12.253620718555396;10.84739201050963;12.549040655979592;0.9370747921299079;3.997142857142858;78.87285714285716;2.8000000000000003;3.0;6.965714285714284;11.051654142857146;0.2997142857142858;8939.0;1.0;7.0;1.0;556.0;1.0;0.30092851549390315;0.0;5.1889473095424545;0.29723682738561363;5.285714285714286;0.3214285714285714;3.0;0.0;110.0;51.579;170.0;75.78600000000002;164.0;83.03900000000002;261.0;121.79599999999999;196.0;88.71000000000001;352.0;128.43099999999964;63.0;18.11400000000001;335.0;158.77000000000004;0.8375153820337846;0.0;1.0;0.3333333333333333;0.10838561996003337;0.9999;0.04676460102200508;0.8330286741256714;0.09721346199512482;0.019118137657642365;0.003925104159861803;0.6498367649393777;0.5;0.4019;1.000032716547139e-05;1.8539445591159165e-05;0.9999912977218628;2.0187118934700266e-05;1.0000375368690584e-05;0.9999933330991553;0.5453670270752384
https://web.archive.org/web/20130528005717/http://www.ct-eyecare.com/pages/eyecare-resources/eye-twitching.php;4.833333333333333;0.0;0.0;0.0013045447031172508;0.9731903485254692;0.05405405405405406;0.6396396396396395;1.0;0.0;0.0;1.0;0.0;1.0;2.0;0.8;0.0;1.0;9.808973119460926;60.2630355965722;13.127429868893286;11.77650426007001;12.309964842891674;12.38596532791328;0.8808973119460927;0.6257142857142846;103.04428571428573;2.8000000000000003;3.0;1.5828571428571436;4.33182442857143;0.0;739.0;0.7316666666666667;7.0;1.0;37.0;1.0;0.428958051420839;0.0;5.037889039242219;0.2594722598105548;4.142857142857143;0.03571428571428581;0.0;1.0;39.0;11.510999999999997;14.0;7.853000000000001;7.0;2.642;21.0;9.679;7.0;2.827;15.0;5.699999999999999;6.0;3.1159999999999997;17.0;9.328;0.8574939106901218;0.0;0.0;0.0;0.1471769365386387;-0.9775;0.0004550168523564935;0.14480753242969513;0.006046792957931757;0.8443921208381653;0.0043486179783940315;0.6800654550564165;0.0;0.0;1.0000079782912508e-05;0.9945479035377502;1.2554242857731879e-05;0.005469502415508032;1.0000003385357559e-05;0.9999933333056106;0.4674915510021893
